11.568262	4.418220
11.121682	4.545318
11.177806	5.395654
9.481856	5.688690
12.350286	6.106582
9.968661	4.076990
12.943232	6.986745
11.744719	5.891097
11.931215	6.286247
11.139147	5.553010
10.225118	4.482635
10.731452	4.071172
11.227479	4.402591
11.638471	5.276950
7.931244	4.789295
10.546936	5.182722
12.050131	5.369758
11.723063	4.684822
10.905416	5.755629
10.381317	4.609727
11.705434	5.621876
9.488832	4.793089
10.178008	6.353540
10.804517	5.678293
11.404812	3.854926
10.196887	5.442662
10.481859	7.012822
10.823275	5.469519
12.837574	5.054540
11.575761	6.495299
11.518984	5.109950
10.747762	4.470416
12.370652	4.696699
9.306027	5.189461
12.889790	5.550218
10.881770	5.452836
12.294870	5.675239
11.139417	5.110643
9.248175	5.171764
10.473122	6.626539
11.616625	5.051135
9.741668	3.987750
11.206536	7.471564
10.529504	3.959774
10.437991	5.667125
11.855404	5.265001
12.251305	4.202744
9.311771	3.270538
8.772909	4.603190
10.938330	4.805116
11.653840	5.415206
11.394931	5.429728
9.818477	4.839793
10.164617	4.940202
10.973650	4.609121
11.031867	5.773551
10.690810	5.534610
10.119142	4.204558
11.477827	4.189300
8.757632	5.908769
10.847003	4.527815
10.203191	4.144028
10.621772	5.968255
9.922051	6.070277
10.405261	2.675347
9.190478	5.509724
9.967722	4.590584
11.099519	5.348813
11.423232	5.600964
9.955282	3.975670
12.213094	5.339125
11.421438	6.031692
10.258276	4.523076
11.010652	5.986585
10.221394	4.688667
12.601928	5.494918
10.636692	4.998036
10.614932	4.798595
7.931978	3.523224
11.667362	4.842451
11.240317	4.917112
11.252627	3.590750
10.384854	4.519191
10.445053	4.780968
10.908243	4.655801
12.992410	3.787469
10.596882	5.580717
11.762084	4.375797
12.120595	5.725159
11.146363	5.337930
10.961068	6.020414
12.705763	6.849424
9.578466	5.075559
11.998766	6.215976
11.168513	5.282805
10.593328	3.764313
10.124494	5.453182
12.094584	4.875270
9.288035	4.556259
12.874240	6.455860
10.754406	6.195832
11.038550	4.811644
11.325327	5.699891
12.606738	7.300520
10.025959	4.428508
10.982453	5.289223
11.470745	5.851493
9.645140	5.067027
10.410106	6.037720
11.503532	5.088558
10.925712	6.043242
11.488565	3.909936
12.017588	4.725480
10.415004	4.004394
9.947857	6.024313
12.819236	4.898620
11.276080	4.228643
12.089040	3.579179
10.684504	5.846989
10.590907	6.476872
10.811982	7.769431
11.188886	3.092682
11.757872	4.627896
9.147775	4.180534
11.993062	4.683892
10.026686	5.245581
10.152492	4.920590
11.713935	5.322031
10.883122	4.744740
10.533461	6.381847
11.450916	4.159026
12.234216	5.165348
12.076852	4.773697
11.391947	5.070125
9.937311	6.106353
11.827758	4.915077
11.737301	4.684960
11.849414	5.036872
12.400145	4.885044
9.029494	6.378303
9.735657	3.580470
10.861373	6.381750
11.358244	4.693010
11.274934	6.114451
11.139789	5.411171
11.229217	7.349935
10.938150	3.680862
11.475668	5.586644
10.308457	4.907930
10.167565	5.469549
9.866476	5.086198
12.043227	5.639563
10.760914	5.855460
11.872871	4.447151
11.303170	4.071055
8.804913	6.158467
9.650639	5.984980
11.574568	6.781496
11.323342	3.624323
9.810421	5.874402
10.956662	4.739797
9.663797	5.685406
9.515781	6.590019
11.160273	5.431366
11.794854	4.738366
10.480093	3.513796
9.555603	5.340492
11.408032	5.571085
9.653093	6.198274
11.765926	4.237107
11.799840	3.708830
10.070688	4.954900
10.426893	4.894735
12.456607	4.773992
11.307907	5.433619
10.024816	4.679988
10.177386	4.411748
11.556780	2.953042
12.280241	5.080892
13.147483	6.116304
11.562029	6.462347
11.217354	4.328090
11.143248	3.794255
12.281539	4.170037
10.662704	4.211425
10.006972	5.308754
10.917377	4.396630
13.514265	5.067505
11.859457	4.890561
12.017762	4.441032
11.347713	3.846074
10.967791	4.729114
10.284558	3.999627
11.323329	3.396805
11.285450	4.234325
11.558707	4.691238
9.760897	4.812950
10.569127	4.681360
9.469364	4.482817
8.787603	3.992593
10.140141	4.806496
10.930517	4.113746
10.152520	4.362887
11.451062	4.747908
11.481043	4.736026
12.586631	6.931971
11.695096	5.068212
11.656057	3.418279
9.486483	4.926466
12.564131	4.979764
10.650784	4.398039
10.309334	4.809051
9.326339	3.864481
11.188238	5.388490
11.760550	5.543249
10.453181	2.872276
11.388208	3.268561
10.085156	4.779534
10.712567	6.624925
8.963895	7.030002
10.231228	5.988002
12.087127	4.666341
10.709755	5.533277
9.920284	5.474430
11.229516	5.293621
10.899854	6.927931
12.421535	5.270090
11.540897	4.866453
10.507592	4.701572
12.697181	5.317667
12.032863	5.091606
13.083537	6.322242
